timestamp,tweets
2006071500,2
2006071501,1
2006071503,4
2006071504,5
2006071505,3
2006071506,2
2006071507,3
2006071508,7
2006071509,3
2006071510,1
2006071512,1
2006071515,2
2006071517,1
2006071518,1
2006071519,2
2006071520,5
2006071521,10
2006071522,3
2006071523,3
2006071600,15
2006071601,1
2006071602,6
2006071603,18
2006071604,9
2006071605,7
2006071606,12
2006071607,4
2006071608,1
2006071609,1
2006071610,1
2006071611,1
2006071612,4
2006071613,4
2006071614,2
2006071615,8
2006071616,23
2006071617,33
2006071618,16
2006071619,19
2006071620,15
2006071621,20
2006071622,12
2006071623,8
2006071700,11
2006071701,8
2006071702,11
2006071703,6
2006071704,5
2006071705,9
2006071706,2
2006071707,1
2006071708,3
2006071710,2
2006071711,1
2006071712,3
2006071713,8
2006071714,6
2006071715,21
2006071716,21
2006071717,9
2006071718,11
2006071719,8
2006071720,9
2006071721,4
2006071722,10
2006071723,6
2006071800,7
2006071801,6
2006071802,2
2006071803,3
2006071804,9
2006071805,2
2006071806,1
2006071807,1
2006071812,1
2006071814,5
2006071815,9
2006071816,13
2006071817,12
2006071818,8
2006071819,11
2006071820,7
2006071821,12
2006071822,4
2006071823,2
2006071900,7
2006071901,2
2006071902,3
2006071903,1
2006071904,2
2006071905,4
2006071906,3
2006071908,3
2006071910,1
2006071911,1
2006071912,2
2006071913,6
2006071914,5
2006071915,5
2006071916,2
2006071917,2
2006071918,4
2006071919,4
2006071920,3
2006071921,3
2006071922,1
2006071923,1
2006072000,1
2006072003,2
2006072004,2
2006072005,4
2006072006,4
2006072007,3
2006072009,1
2006072010,2
2006072011,1
2006072013,4
2006072014,3
2006072015,7
2006072016,3
2006072017,1
2006072018,3
2006072019,8
2006072020,2
2006072023,4
2006072100,1
2006072101,1
2006072102,3
2006072103,1
2006072104,1
2006072105,1
2006072108,2
2006072109,1
2006072111,2
2006072112,1
2006072115,4
2006072116,5
2006072117,7
2006072118,10
2006072119,2
2006072120,5
2006072121,2
2006072122,6
2006072123,1
2006072200,1
2006072203,2
2006072204,1
2006072206,1
2006072207,1
2006072208,2
2006072209,2
2006072211,1
2006072213,1
2006072214,2
2006072217,2
2006072218,1
2006072219,2
2006072220,1
2006072221,3
2006072223,2
2006072300,3
2006072303,1
2006072304,2
2006072315,1
2006072319,1
2006072321,3
2006072322,1
2006072402,1
2006072403,1
2006072404,2
2006072408,2
2006072409,1
2006072411,1
2006072413,2
2006072415,3
2006072416,9
2006072417,1
2006072418,1
2006072419,1
2006072420,4
2006072421,2
2006072422,2
2006072423,1
2006072500,2
2006072503,1
2006072504,2
2006072505,1
2006072506,3
2006072508,1
2006072509,1
2006072510,1
2006072512,1
2006072513,1
2006072514,1
2006072517,4
2006072518,4
2006072519,3
2006072520,2
2006072521,5
2006072522,1
2006072523,2
2006072603,4
2006072604,3
2006072605,1
2006072606,1
2006072607,1
2006072608,2
2006072613,1
2006072614,1
2006072615,1
2006072616,3
2006072617,6
2006072618,10
2006072619,6
2006072620,4
2006072621,11
2006072622,3
2006072623,3
2006072700,4
2006072701,1
2006072702,3
2006072703,2
2006072704,3
2006072705,4
2006072707,2
2006072708,1
2006072710,1
2006072711,1
2006072712,1
2006072713,1
2006072714,5
2006072715,2
2006072716,1
2006072717,1
2006072719,2
2006072720,3
2006072721,2
2006072722,1
2006072723,5
2006072800,3
2006072801,3
2006072802,4
2006072803,1
2006072804,1
2006072805,2
2006072806,1
2006072807,1
2006072808,1
2006072810,2
2006072813,2
2006072814,1
2006072815,2
2006072816,2
2006072817,3
2006072818,5
2006072819,3
2006072820,4
2006072822,1
2006072823,2
2006072900,1
2006072901,1
2006072902,2
2006072903,2
2006072908,1
2006072909,1
2006072910,1
2006072911,1
2006072912,2
2006072913,3
2006072914,1
2006072915,1
2006072917,1
2006072918,2
2006072919,1
2006072920,3
2006072922,1
2006072923,2
2006073001,1
2006073003,1
2006073004,1
2006073007,1
2006073011,4
2006073014,1
2006073015,1
2006073019,1
2006073022,1
2006073023,2
2006073100,2
2006073102,2
2006073103,1
2006073104,1
2006073105,1
2006073106,4
2006073107,2
2006073112,2
2006073113,2
2006073114,7
2006073115,2
2006073116,2
2006073117,5
2006073118,2
2006073119,5
2006073120,1
2006073121,3
2006073122,1
2006073123,1
2006080100,2
2006080105,1
2006080107,2
2006080108,1
2006080109,1
2006080112,1
2006080113,1
2006080114,2
2006080115,3
2006080116,5
2006080117,5
2006080118,3
2006080119,7
2006080120,3
2006080121,5
2006080122,5
2006080200,3
2006080201,2
2006080202,3
2006080203,1
2006080207,1
2006080209,1
2006080210,1
2006080212,1
2006080213,1
2006080214,5
2006080215,1
2006080216,2
2006080217,5
2006080218,3
2006080219,3
2006080220,3
2006080221,1
2006080223,1
2006080300,2
2006080302,4
2006080304,2
2006080305,1
2006080306,1
2006080307,1
2006080309,1
2006080312,2
2006080313,3
2006080314,1
2006080315,3
2006080316,1
2006080318,2
2006080319,1
2006080321,1
2006080322,1
2006080402,1
2006080403,1
2006080404,1
2006080406,2
2006080411,3
2006080413,2
2006080417,1
2006080418,1
2006080419,1
2006080423,3
2006080500,1
2006080501,1
2006080506,1
2006080510,2
2006080511,1
2006080515,3
2006080518,2
2006080523,2
2006080602,1
2006080603,1
2006080609,1
2006080613,1
2006080618,3
2006080619,2
2006080620,1
2006080622,1
2006080623,1
2006080701,1
2006080704,1
2006080708,1
2006080709,1
2006080711,1
2006080716,2
2006080721,2
2006080723,1
2006080803,1
2006080807,1
2006080809,1
2006080810,1
2006080813,1
2006080814,2
2006080815,5
2006080816,2
2006080817,1
2006080820,2
2006080821,1
2006080822,1
2006080900,3
2006080905,1
2006080906,1
2006080907,2
2006080908,1
2006080914,2
2006080915,1
2006080918,1
2006080920,1
2006081003,1
2006081005,2
2006081006,1
2006081009,4
2006081010,1
2006081013,3
2006081016,4
2006081017,2
2006081021,2
2006081101,2
2006081102,1
2006081104,1
2006081109,1
2006081111,1
2006081112,1
2006081113,1
2006081114,1
2006081115,3
2006081116,1
2006081117,2
2006081118,1
2006081119,2
2006081120,15
2006081121,2
2006081122,2
2006081123,1
2006081201,1
2006081203,1
2006081207,1
2006081215,1
2006081216,2
2006081218,1
2006081219,2
2006081220,1
2006081221,4
2006081222,5
2006081300,1
2006081303,2
2006081304,1
2006081309,1
2006081311,1
2006081312,1
2006081316,2
2006081317,1
2006081318,2
2006081319,1
2006081320,2
2006081322,3
2006081323,2
2006081400,4
2006081401,2
2006081406,1
2006081407,1
2006081408,1
2006081410,1
2006081412,2
2006081413,3
2006081414,11
2006081415,2
2006081417,6
2006081418,2
2006081419,4
2006081420,3
2006081421,2
2006081422,2
2006081423,1
2006081500,1
2006081501,3
2006081503,1
2006081510,1
2006081511,1
2006081512,2
2006081514,1
2006081515,1
2006081516,1
2006081517,1
2006081520,3
2006081521,2
2006081523,2
2006081603,1
2006081605,1
2006081611,1
2006081613,1
2006081614,1
2006081615,1
2006081616,2
2006081617,1
2006081620,1
2006081621,1
2006081623,1
2006081701,1
2006081703,2
2006081708,1
2006081711,1
2006081713,1
2006081716,1
2006081718,2
2006081719,1
2006081720,1
2006081721,1
2006081722,1
2006081801,2
2006081804,1
2006081815,1
2006081816,1
2006081818,1
2006081819,1
2006081820,1
2006081900,1
2006081902,1
2006081903,1
2006081911,1
2006081912,1
2006081915,1
2006081918,2
2006081920,2
2006082002,1
2006082003,1
2006082004,1
2006082005,1
2006082006,1
2006082012,1
2006082014,1
2006082020,1
2006082021,1
2006082101,1
2006082102,1
2006082105,1
2006082106,3
2006082107,1
2006082108,4
2006082109,3
2006082111,1
2006082115,2
2006082116,3
2006082117,1
2006082119,3
2006082120,1
2006082123,2
2006082204,2
2006082207,1
2006082208,1
2006082210,1
2006082211,4
2006082214,1
2006082216,1
2006082217,1
2006082218,1
2006082219,3
2006082220,2
2006082221,1
2006082222,2
2006082223,4
2006082301,1
2006082304,1
2006082305,1
2006082310,1
2006082311,2
2006082315,2
2006082316,2
2006082317,2
2006082318,1
2006082319,1
2006082320,1
2006082321,2
2006082322,2
2006082323,2
2006082400,2
2006082404,2
2006082406,1
2006082407,2
2006082409,1
2006082410,1
2006082411,1
2006082413,3
2006082414,3
2006082415,1
2006082416,2
2006082418,1
2006082419,1
2006082420,1
2006082421,1
2006082422,2
2006082423,1
2006082500,1
2006082501,1
2006082514,2
2006082516,2
2006082518,1
2006082519,2
2006082521,1
2006082522,2
2006082600,1
2006082601,2
2006082603,2
2006082604,1
2006082605,1
2006082613,1
2006082615,1
2006082619,1
2006082620,1
2006082702,1
2006082704,3
2006082713,1
2006082715,1
2006082716,1
2006082720,1
2006082721,1
2006082723,1
2006082800,2
2006082801,1
2006082802,1
2006082803,1
2006082807,2
2006082808,1
2006082809,1
2006082810,2
2006082811,1
2006082813,1
2006082814,2
2006082815,1
2006082816,4
2006082817,3
2006082818,13
2006082819,12
2006082820,19
2006082821,5
2006082822,11
2006082823,3
2006082900,4
2006082901,7
2006082902,1
2006082903,2
2006082904,2
2006082908,3
2006082909,1
2006082912,1
2006082914,1
2006082916,2
2006082917,3
2006082918,4
2006082919,2
2006082920,3
2006082921,2
2006082922,2
2006082923,3
2006083000,2
2006083001,1
2006083002,1
2006083004,2
2006083005,4
2006083006,2
2006083007,5
2006083008,1
2006083009,1
2006083012,2
2006083013,1
2006083014,1
2006083015,3
2006083016,3
2006083017,1
2006083018,3
2006083019,1
2006083020,2
2006083021,3
2006083100,3
2006083101,1
2006083102,1
2006083103,2
2006083108,1
2006083111,1
2006083113,1
2006083114,2
2006083115,1
2006083116,1
2006083117,2
2006083118,2
2006083119,3
2006083121,4
2006083123,4
2006090100,2
2006090101,1
2006090102,1
2006090103,1
2006090104,1
2006090107,1
2006090108,1
2006090110,1
2006090113,1
2006090114,2
2006090115,2
2006090116,1
2006090117,1
2006090118,2
2006090119,2
2006090120,1
2006090122,3
2006090200,2
2006090201,1
2006090203,1
2006090212,2
2006090215,1
2006090216,1
2006090218,1
2006090219,1
2006090221,4
2006090223,1
2006090301,2
2006090302,1
2006090303,2
2006090304,1
2006090308,1
2006090310,1
2006090313,2
2006090316,1
2006090319,2
2006090320,1
2006090321,1
2006090323,5
2006090400,3
2006090401,2
2006090402,3
2006090404,1
2006090405,1
2006090407,3
2006090411,2
2006090412,3
2006090413,1
2006090414,1
2006090415,1
2006090416,1
2006090417,3
2006090418,1
2006090419,2
2006090420,2
2006090421,4
2006090422,1
2006090423,2
2006090500,3
2006090501,2
2006090504,2
2006090507,1
2006090508,2
2006090509,1
2006090510,1
2006090511,3
2006090515,1
2006090516,2
2006090517,2
2006090520,2
2006090521,4
2006090523,1
2006090601,2
2006090602,2
2006090603,1
2006090604,1
2006090605,1
2006090606,2
2006090607,4
2006090608,1
2006090614,5
2006090616,2
2006090617,3
2006090619,1
2006090620,2
2006090623,1
2006090702,1
2006090703,2
2006090711,1
2006090712,1
2006090713,1
2006090715,1
2006090717,2
2006090718,2
2006090719,1
2006090720,2
2006090721,2
2006090722,10
2006090723,5
2006090800,10
2006090801,4
2006090802,4
2006090803,7
2006090804,6
2006090805,1
2006090806,5
2006090808,3
2006090809,2
2006090810,2
2006090811,5
2006090812,1
2006090813,2
2006090814,3
2006090815,4
2006090816,8
2006090817,2
2006090818,3
2006090819,2
2006090820,4
2006090821,4
2006090822,2
2006090823,1
2006090900,5
2006090902,1
2006090903,3
2006090904,3
2006090905,2
2006090906,1
2006090908,1
2006090910,2
2006090911,2
2006090912,1
2006090913,1
2006090914,2
2006090915,3
2006090916,2
2006090917,1
2006090918,6
2006090920,3
2006090922,1
2006090923,1
2006091001,1
2006091002,1
2006091003,2
2006091004,2
2006091005,1
2006091009,3
2006091010,1
2006091011,1
2006091012,3
2006091013,3
2006091017,6
2006091018,1
2006091019,1
2006091020,3
2006091021,1
2006091022,2
2006091023,1
2006091102,1
2006091103,2
2006091104,1
2006091105,1
2006091107,3
2006091108,1
2006091109,1
2006091111,2
2006091112,1
2006091113,2
2006091114,3
2006091115,5
2006091116,2
2006091117,2
2006091118,3
2006091119,2
2006091122,2
2006091201,1
2006091204,3
2006091206,3
2006091208,2
2006091209,2
2006091211,2
2006091212,2
2006091213,2
2006091215,7
2006091216,4
2006091217,2
2006091218,7
2006091221,1
2006091222,3
2006091301,2
2006091302,1
2006091303,1
2006091304,3
2006091305,5
2006091306,2
2006091308,1
2006091310,3
2006091311,6
2006091312,3
2006091313,5
2006091314,2
2006091315,4
2006091316,2
2006091317,3
2006091318,2
2006091319,1
2006091320,3
2006091323,1
2006091400,1
2006091401,2
2006091402,1
2006091405,2
2006091406,4
2006091407,5
2006091408,1
2006091409,1
2006091410,2
2006091411,1
2006091412,1
2006091413,2
2006091414,2
2006091415,7
2006091416,1
2006091418,2
2006091419,5
2006091420,2
2006091421,4
2006091422,1
2006091423,1
2006091502,1
2006091503,2
2006091504,2
2006091505,4
2006091506,2
2006091507,4
2006091508,3
2006091509,3
2006091510,1
2006091511,2
2006091513,2
2006091514,3
2006091515,6
2006091516,5
2006091518,1
2006091519,2
2006091521,2
2006091523,1
2006091600,1
2006091601,2
2006091603,2
2006091604,1
2006091605,1
2006091607,3
2006091608,3
2006091610,1
2006091611,1
2006091612,1
2006091614,1
2006091615,1
2006091616,2
2006091617,1
2006091618,2
2006091621,1
2006091701,1
2006091703,3
2006091705,1
2006091708,1
2006091709,2
2006091710,2
2006091712,2
2006091713,1
2006091714,3
2006091715,4
2006091716,1
2006091717,2
2006091718,1
2006091720,2
2006091721,2
2006091722,2
2006091800,1
2006091802,1
2006091803,2
2006091804,1
2006091806,2
2006091808,1
2006091809,1
2006091810,4
2006091811,4
2006091812,1
2006091813,3
2006091814,5
2006091815,3
2006091816,2
2006091817,1
2006091818,1
2006091819,1
2006091820,1
2006091822,2
2006091900,1
2006091901,1
2006091902,1
2006091904,1
2006091905,1
2006091906,1
2006091908,2
2006091909,2
2006091910,4
2006091911,1
2006091912,1
2006091913,1
2006091914,4
2006091916,2
2006091917,2
2006091919,3
2006091920,2
2006091921,5
2006092000,1
2006092001,2
2006092002,1
2006092003,1
2006092004,1
2006092007,2
2006092008,6
2006092009,2
2006092010,4
2006092011,3
2006092012,6
2006092013,3
2006092014,6
2006092015,2
2006092016,1
2006092017,4
2006092018,3
2006092019,1
2006092020,4
2006092021,4
2006092022,2
2006092023,3
2006092100,2
2006092102,3
2006092103,3
2006092105,2
2006092107,1
2006092108,1
2006092110,3
2006092111,5
2006092112,1
2006092113,2
2006092114,1
2006092115,2
2006092117,1
2006092118,6
2006092119,2
2006092120,2
2006092122,1
2006092123,3
2006092200,4
2006092201,1
2006092204,1
2006092205,1
2006092207,1
2006092208,2
2006092209,1
2006092210,2
2006092211,1
2006092213,1
2006092214,2
2006092215,4
2006092216,2
2006092217,3
2006092218,2
2006092219,3
2006092221,2
2006092222,1
2006092223,1
2006092300,1
2006092301,1
2006092303,1
2006092304,1
2006092305,3
2006092306,1
2006092309,1
2006092310,1
2006092311,1
2006092312,1
2006092313,1
2006092315,1
2006092316,2
2006092317,1
2006092318,2
2006092319,2
2006092320,1
2006092322,2
2006092323,1
2006092400,2
2006092401,2
2006092402,1
2006092404,2
2006092405,5
2006092406,6
2006092407,1
2006092408,1
2006092414,3
2006092417,1
2006092418,2
2006092420,3
2006092421,1
2006092423,4
2006092501,4
2006092502,1
2006092503,1
2006092506,1
2006092507,1
2006092508,1
2006092509,1
2006092510,2
2006092512,3
2006092513,2
2006092514,1
2006092516,2
2006092517,2
2006092518,6
2006092519,4
2006092520,3
2006092521,6
2006092522,7
2006092523,7
2006092601,1
2006092603,2
2006092604,3
2006092605,3
2006092606,2
2006092608,2
2006092609,3
2006092610,3
2006092611,1
2006092612,3
2006092613,4
2006092614,4
2006092615,3
2006092616,3
2006092617,1
2006092618,3
2006092619,3
2006092620,2
2006092621,2
2006092622,1
2006092623,2
2006092700,4
2006092702,1
2006092703,3
2006092704,2
2006092705,1
2006092706,3
2006092709,1
2006092710,3
2006092711,2
2006092712,4
2006092713,1
2006092714,3
2006092715,6
2006092716,8
2006092717,2
2006092718,1
2006092719,4
2006092720,7
2006092721,6
2006092722,6
2006092723,3
2006092800,1
2006092801,1
2006092802,1
2006092803,4
2006092804,2
2006092805,1
2006092806,3
2006092807,1
2006092808,2
2006092809,1
2006092810,4
2006092811,2
2006092812,2
2006092813,4
2006092814,1
2006092815,2
2006092816,2
2006092817,10
2006092818,5
2006092819,3
2006092820,4
2006092821,1
2006092823,3
2006092900,2
2006092901,4
2006092902,1
2006092903,1
2006092904,1
2006092905,1
2006092906,2
2006092907,5
2006092908,2
2006092909,2
2006092910,1
2006092912,1
2006092913,1
2006092914,3
2006092915,3
2006092916,4
2006092917,1
2006092918,2
2006092919,1
2006092920,3
2006092921,2
2006092922,2
2006092923,1
2006093000,1
2006093003,1
2006093006,2
2006093011,1
2006093012,2
2006093013,1
2006093015,1
2006093016,1
2006093018,1
2006093021,2
2006093023,3
2006100100,2
2006100105,2
2006100114,1
2006100117,2
2006100119,1
2006100120,1
2006100121,1
2006100200,1
2006100201,3
2006100202,2
2006100205,2
2006100206,1
2006100210,2
2006100213,1
2006100214,1
2006100215,1
2006100216,1
2006100217,1
2006100218,2
2006100219,1
2006100220,1
2006100221,3
2006100300,1
2006100301,1
2006100302,1
2006100303,1
2006100306,2
2006100313,3
2006100314,1
2006100315,1
2006100316,1
2006100318,2
2006100321,2
2006100322,2
2006100323,2
2006100400,2
2006100405,1
2006100406,1
2006100409,1
2006100411,2
2006100414,1
2006100415,2
2006100416,4
2006100417,1
2006100418,2
2006100419,2
2006100420,2
2006100421,2
2006100500,2
2006100501,2
2006100503,1
2006100504,3
2006100505,1
2006100506,2
2006100508,2
2006100509,2
2006100510,1
2006100511,3
2006100512,2
2006100513,1
2006100514,2
2006100515,1
2006100516,2
2006100518,4
2006100519,3
2006100521,8
2006100522,6
2006100523,8
2006100601,6
2006100602,1
2006100603,3
2006100604,1
2006100605,2
2006100606,1
2006100607,4
2006100608,1
2006100609,2
2006100610,1
2006100611,2
2006100612,1
2006100613,2
2006100614,2
2006100615,3
2006100616,3
2006100617,1
2006100618,2
2006100619,1
2006100620,2
2006100622,2
2006100623,1
2006100700,1
2006100702,1
2006100705,3
2006100706,1
2006100707,1
2006100709,1
2006100711,1
2006100712,1
2006100714,2
2006100715,1
2006100716,1
2006100718,1
2006100720,3
2006100721,3
2006100723,2
2006100803,2
2006100805,1
2006100807,3
2006100810,1
2006100812,1
2006100813,3
2006100814,2
2006100815,2
2006100816,1
2006100817,2
2006100819,3
2006100820,2
2006100821,2
2006100822,1
2006100823,3
2006100900,1
2006100904,1
2006100905,1
2006100906,1
2006100908,1
2006100909,1
2006100910,2
2006100912,2
2006100913,2
2006100914,1
2006100915,1
2006100916,3
2006100917,1
2006100919,1
2006100921,3
2006100922,4
2006101001,2
2006101002,1
2006101003,1
2006101005,1
2006101007,1
2006101008,4
2006101010,1
2006101011,1
2006101012,2
2006101013,1
2006101014,3
2006101015,2
2006101016,1
2006101017,1
2006101018,1
2006101019,3
2006101020,3
2006101021,2
2006101022,1
2006101023,7
2006101100,3
2006101101,10
2006101102,1
2006101103,6
2006101104,1
2006101105,3
2006101107,3
2006101108,1
2006101109,8
2006101110,5
2006101111,2
2006101113,4
2006101114,1
2006101115,1
2006101116,2
2006101117,4
2006101118,3
2006101119,2
2006101120,8
2006101121,5
2006101123,1
2006101200,1
2006101201,6
2006101202,1
2006101203,1
2006101204,1
2006101205,2
2006101206,2
2006101207,1
2006101208,3
2006101209,2
2006101210,3
2006101212,1
2006101213,1
2006101214,2
2006101215,2
2006101216,3
2006101217,3
2006101218,5
2006101219,1
2006101220,1
2006101223,1
2006101300,2
2006101304,1
2006101307,1
2006101310,1
2006101311,1
2006101314,1
2006101315,1
2006101317,1
2006101318,1
2006101319,2
2006101320,4
2006101321,1
2006101322,2
2006101400,2
2006101401,1
2006101402,4
2006101404,2
2006101405,1
2006101406,2
2006101409,2
2006101411,1
2006101412,1
2006101414,2
2006101415,2
2006101416,2
2006101418,1
2006101419,2
2006101420,4
2006101421,2
2006101423,2
2006101500,1
2006101502,2
2006101503,2
2006101504,1
2006101507,4
2006101510,1
2006101511,2
2006101512,1
2006101514,2
2006101517,1
2006101518,1
2006101519,2
2006101521,1
2006101523,1
2006101600,4
2006101603,1
2006101604,1
2006101608,1
2006101610,2
2006101613,5
2006101614,2
2006101616,5
2006101618,2
2006101619,2
2006101620,3
2006101622,1
2006101702,1
2006101704,1
2006101705,3
2006101708,1
2006101710,2
2006101711,2
2006101712,3
2006101713,3
2006101714,7
2006101715,1
2006101716,2
2006101718,6
2006101719,1
2006101720,2
2006101721,1
2006101722,1
2006101723,2
2006101801,2
2006101802,1
2006101803,2
2006101805,2
2006101806,2
2006101807,3
2006101808,4
2006101809,1
2006101810,2
2006101812,1
2006101813,2
2006101814,5
2006101815,1
2006101816,1
2006101817,1
2006101818,1
2006101819,2
2006101820,1
2006101821,3
2006101900,1
2006101901,1
2006101902,1
2006101904,1
2006101906,1
2006101908,2
2006101910,3
2006101913,5
2006101914,3
2006101915,4
2006101917,1
2006101918,6
2006101920,1
2006101921,2
2006101922,2
2006102000,1
2006102002,3
2006102005,1
2006102006,1
2006102008,2
2006102009,1
2006102010,1
2006102011,1
2006102012,2
2006102014,4
2006102015,3
2006102016,2
2006102017,2
2006102018,2
2006102019,2
2006102020,2
2006102021,2
2006102022,3
2006102023,3
2006102100,1
2006102101,1
2006102102,1
2006102104,1
2006102105,5
2006102107,3
2006102108,3
2006102109,2
2006102110,2
2006102111,6
2006102112,2
2006102113,2
2006102114,3
2006102115,2
2006102116,3
2006102117,2
2006102118,2
2006102119,6
2006102120,7
2006102121,3
2006102122,2
2006102123,1
2006102200,1
2006102201,4
2006102203,1
2006102204,5
2006102205,3
2006102206,1
2006102207,1
2006102208,2
2006102209,4
2006102210,1
2006102212,1
2006102213,3
2006102214,1
2006102215,5
2006102216,2
2006102217,4
2006102218,6
2006102219,8
2006102220,2
2006102221,4
2006102301,1
2006102302,1
2006102303,1
2006102304,3
2006102305,1
2006102306,2
2006102307,1
2006102308,2
2006102309,2
2006102310,3
2006102312,3
2006102313,4
2006102314,4
2006102315,3
2006102316,2
2006102317,7
2006102318,2
2006102319,4
2006102320,4
2006102322,3
2006102323,2
2006102400,2
2006102402,1
2006102403,24
2006102404,7
2006102405,8
2006102406,2
2006102407,6
2006102408,4
2006102409,7
2006102410,7
2006102411,12
2006102412,15
2006102413,17
2006102414,8
2006102415,15
2006102416,9
2006102417,14
2006102418,11
2006102419,4
2006102420,2
2006102421,3
2006102422,16
2006102423,3
2006102500,4
2006102501,2
2006102502,2
2006102503,5
2006102504,4
2006102505,3
2006102506,1
2006102507,3
2006102508,1
2006102509,2
2006102510,2
2006102511,3
2006102512,10
2006102513,3
2006102514,3
2006102515,4
2006102516,5
2006102517,2
2006102518,1
2006102519,6
2006102520,3
2006102521,8
2006102523,1
2006102600,1
2006102601,7
2006102602,1
2006102603,3
2006102604,6
2006102605,4
2006102606,5
2006102607,3
2006102608,4
2006102609,4
2006102610,6
2006102611,7
2006102612,5
2006102613,6
2006102614,13
2006102615,8
2006102616,6
2006102617,8
2006102618,6
2006102619,13
2006102620,9
2006102621,10
2006102622,12
2006102623,10
2006102700,10
2006102701,6
2006102702,5
2006102703,3
2006102704,6
2006102705,7
2006102706,5
2006102707,10
2006102708,8
2006102709,5
2006102710,4
2006102711,1
2006102712,9
2006102713,5
2006102714,11
2006102715,6
2006102716,4
2006102717,9
2006102718,4
2006102719,2
2006102720,12
2006102721,4
2006102722,5
2006102723,4
2006102800,9
2006102801,3
2006102802,1
2006102803,4
2006102804,4
2006102805,1
2006102806,1
2006102807,1
2006102808,1
2006102809,3
2006102811,4
2006102812,2
2006102813,5
2006102814,1
2006102815,3
2006102816,4
2006102817,4
2006102818,5
2006102819,6
2006102820,2
2006102821,2
2006102822,3
2006102900,2
2006102901,1
2006102902,3
2006102903,3
2006102904,2
2006102905,2
2006102906,2
2006102907,1
2006102908,3
2006102909,1
2006102910,3
2006102911,2
2006102912,2
2006102913,3
2006102914,2
2006102915,5
2006102916,2
2006102917,6
2006102918,2
2006102919,3
2006102920,6
2006102921,3
2006102922,6
2006102923,2
2006103000,2
2006103001,4
2006103002,2
2006103003,2
2006103004,2
2006103006,3
2006103007,2
2006103008,5
2006103009,6
2006103010,4
2006103011,2
2006103012,2
2006103013,4
2006103014,4
2006103015,4
2006103016,3
2006103017,2
2006103018,6
2006103019,3
2006103020,6
2006103021,3
2006103022,14
2006103023,15
2006103100,2
2006103101,1
2006103102,1
2006103104,4
2006103105,2
2006103106,3
2006103108,1
2006103109,2
2006103110,4
2006103111,2
2006103112,2
2006103113,5
2006103114,2
2006103115,2
2006103116,2
2006103117,4
2006103118,2
2006103119,8
2006103120,1
2006103121,3
2006103122,2
2006103123,2
2006110100,5
2006110101,2
2006110102,3
2006110103,1
2006110104,1
2006110105,1
2006110108,2
2006110110,2
2006110111,2
2006110112,2
2006110113,3
2006110114,3
2006110116,2
2006110117,2
2006110118,2
2006110119,8
2006110120,3
2006110121,5
2006110122,3
