id,id_deputado,ano,descricao,categoria,valor
808,92,2011,"Assinatura de publicações","",436
809,92,2011,"Combustíveis e lubrificantes.","",15679.96
810,92,2011,"Divulgação da atividade parlamentar.","",60750
811,92,2011,"Emissão Bilhete Aéreo *","",1499.96
812,92,2011,"Fornecimento de alimentação do parlamentar","",2025.7
813,92,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",700
814,92,2011,"Locação de veículos automotores ou fretamento de embarcações","",48827.5
815,92,2011,"Manutenção de escritório de apoio à atividade parlamentar","",20445.75
816,92,2011,"Serviços Postais","",639.77
817,92,2011,Telefonia,"",3175.61
818,93,2011,"Combustíveis e lubrificantes.","",6300.07
819,93,2011,"Consultorias, pesquisas e trabalhos técnicos.","",2614.28
820,93,2011,"Divulgação da atividade parlamentar.","",22771.42
821,93,2011,"Emissão Bilhete Aéreo *","",6965.99
822,93,2011,"Fornecimento de alimentação do parlamentar","",194
823,93,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",386.3
824,93,2011,"Manutenção de escritório de apoio à atividade parlamentar","",17321.12
825,93,2011,"Serviços Postais","",23072.93
826,93,2011,Telefonia,"",31221.71
827,94,2011,"Combustíveis e lubrificantes.","",4500
828,94,2011,"Locação de veículos automotores ou fretamento de embarcações","",7532.06
829,94,2011,"Manutenção de escritório de apoio à atividade parlamentar","",3598.5
830,94,2011,"Serviços Postais","",157.96
831,94,2011,Telefonia,"",5014.69
832,95,2011,"Assinatura de publicações","",568
833,95,2011,"Combustíveis e lubrificantes.","",6159.56
834,95,2011,"Consultorias, pesquisas e trabalhos técnicos.","",25560
835,95,2011,"Divulgação da atividade parlamentar.","",15830
836,95,2011,"Emissão Bilhete Aéreo *","",6384.54
837,95,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",4072.71
838,95,2011,"Locação de veículos automotores ou fretamento de embarcações","",14891.5
839,95,2011,"Manutenção de escritório de apoio à atividade parlamentar","",38257.73
840,95,2011,"Serviço de segurança prestado por empresa especializada.","",1342.12
841,95,2011,"Serviços Postais","",2703.67
842,95,2011,Telefonia,"",17896.39
843,96,2011,"Combustíveis e lubrificantes.","",13123.65
844,96,2011,"Consultorias, pesquisas e trabalhos técnicos.","",10045
845,96,2011,"Divulgação da atividade parlamentar.","",54457.85
846,96,2011,"Emissão Bilhete Aéreo *","",10276.02
847,96,2011,"Manutenção de escritório de apoio à atividade parlamentar","",1171.58
848,96,2011,"Passagens Aéreas e fretamento de aeronaves","",773.82
849,96,2011,"Serviços Postais","",1987.14
850,96,2011,Telefonia,"",7171.79
851,97,2011,"Combustíveis e lubrificantes.","",21823.82
852,97,2011,"Emissão Bilhete Aéreo *","",699.22
853,97,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1180
854,97,2011,"Locação de veículos automotores ou fretamento de embarcações","",49430
855,97,2011,"Passagens Aéreas e fretamento de aeronaves","",860.95
856,97,2011,"Serviços Postais","",1860.75
857,97,2011,Telefonia,"",26080.47
858,98,2011,"Combustíveis e lubrificantes.","",7490.42
859,98,2011,"Consultorias, pesquisas e trabalhos técnicos.","",38000
860,98,2011,"Divulgação da atividade parlamentar.","",13440
861,98,2011,"Emissão Bilhete Aéreo *","",2979.67
862,98,2011,"Fornecimento de alimentação do parlamentar","",1331.12
863,98,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",144
864,98,2011,"Locação de veículos automotores ou fretamento de embarcações","",29840.5
865,98,2011,"Manutenção de escritório de apoio à atividade parlamentar","",11318.49
866,98,2011,"Passagens Aéreas e fretamento de aeronaves","",3900
867,98,2011,"Serviços Postais","",975.06
868,98,2011,Telefonia,"",2265.72
869,99,2011,"Combustíveis e lubrificantes.","",20253.77
870,99,2011,"Divulgação da atividade parlamentar.","",116000
871,99,2011,"Manutenção de escritório de apoio à atividade parlamentar","",18000
872,99,2011,"Passagens Aéreas e fretamento de aeronaves","",1648.2
873,99,2011,"Serviços Postais","",1565.8
874,99,2011,Telefonia,"",22156.03
875,100,2011,Telefonia,"",156.84
876,102,2011,"Combustíveis e lubrificantes.","",26338.91
877,102,2011,"Consultorias, pesquisas e trabalhos técnicos.","",12000
878,102,2011,"Divulgação da atividade parlamentar.","",22000
879,102,2011,"Emissão Bilhete Aéreo *","",5909.43
880,102,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",844.3
881,102,2011,"Locação de veículos automotores ou fretamento de embarcações","",20109.5
882,102,2011,"Manutenção de escritório de apoio à atividade parlamentar","",2800
883,102,2011,"Serviço de segurança prestado por empresa especializada.","",1160
884,102,2011,"Serviços Postais","",1758.38
885,102,2011,Telefonia,"",22659.74
886,104,2011,"Combustíveis e lubrificantes.","",5478.16
887,104,2011,"Consultorias, pesquisas e trabalhos técnicos.","",100
888,104,2011,"Divulgação da atividade parlamentar.","",35540
889,104,2011,"Emissão Bilhete Aéreo *","",3398.25
890,104,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",2947.18
891,104,2011,"Manutenção de escritório de apoio à atividade parlamentar","",96.15
892,104,2011,"Serviços Postais","",3616.97
893,104,2011,Telefonia,"",10283.26
894,105,2011,"Combustíveis e lubrificantes.","",7002.53
895,105,2011,"Fornecimento de alimentação do parlamentar","",105
896,105,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1128.76
897,105,2011,"Locação de veículos automotores ou fretamento de embarcações","",34548.3
898,105,2011,"Manutenção de escritório de apoio à atividade parlamentar","",36868.77
899,105,2011,"Serviços Postais","",47.2
900,105,2011,Telefonia,"",6729.49
901,103,2011,"Combustíveis e lubrificantes.","",21297.84
902,103,2011,"Emissão Bilhete Aéreo *","",6838.97
903,103,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",263.38
904,103,2011,"Locação de veículos automotores ou fretamento de embarcações","",39763.08
905,103,2011,"Manutenção de escritório de apoio à atividade parlamentar","",13270.77
906,103,2011,"Passagens Aéreas e fretamento de aeronaves","",11000
907,103,2011,"Serviços Postais","",12304.16
908,103,2011,Telefonia,"",22848.79
909,106,2011,"Combustíveis e lubrificantes.","",9418.85
910,106,2011,"Consultorias, pesquisas e trabalhos técnicos.","",7750
911,106,2011,"Divulgação da atividade parlamentar.","",2600
912,106,2011,"Emissão Bilhete Aéreo *","",5307.81
913,106,2011,"Fornecimento de alimentação do parlamentar","",2563.82
914,106,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",8780.06
915,106,2011,"Locação de veículos automotores ou fretamento de embarcações","",79349.5
916,106,2011,"Manutenção de escritório de apoio à atividade parlamentar","",1357.85
917,106,2011,"Passagens Aéreas e fretamento de aeronaves","",976.58
918,106,2011,"Serviços Postais","",4276.28
919,106,2011,Telefonia,"",30411.87
920,107,2011,"Combustíveis e lubrificantes.","",18000
921,107,2011,"Divulgação da atividade parlamentar.","",61500
922,107,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",2313.8
923,107,2011,"Locação de veículos automotores ou fretamento de embarcações","",60000
924,107,2011,"Manutenção de escritório de apoio à atividade parlamentar","",700
925,107,2011,"Passagens Aéreas e fretamento de aeronaves","",2666.15
926,107,2011,"Serviços Postais","",1045.89
927,107,2011,Telefonia,"",14699.08
928,108,2011,"Combustíveis e lubrificantes.","",7337.06
929,108,2011,"Consultorias, pesquisas e trabalhos técnicos.","",58616.5
930,108,2011,"Divulgação da atividade parlamentar.","",3400
931,108,2011,"Locação de veículos automotores ou fretamento de embarcações","",71050
932,108,2011,"Manutenção de escritório de apoio à atividade parlamentar","",2772.17
933,108,2011,"Serviços Postais","",452.15
934,108,2011,Telefonia,"",6805.96
935,109,2011,"Combustíveis e lubrificantes.","",22091.69
936,109,2011,"Consultorias, pesquisas e trabalhos técnicos.","",35200
937,109,2011,"Emissão Bilhete Aéreo *","",14784.73
938,109,2011,"Fornecimento de alimentação do parlamentar","",94.4
939,109,2011,"Locação de veículos automotores ou fretamento de embarcações","",32000
940,109,2011,"Manutenção de escritório de apoio à atividade parlamentar","",3883.15
941,109,2011,"Serviços Postais","",4178.31
942,109,2011,Telefonia,"",25664.05
943,101,2011,"Combustíveis e lubrificantes.","",18011.07
944,101,2011,"Divulgação da atividade parlamentar.","",32750
945,101,2011,"Fornecimento de alimentação do parlamentar","",3368.93
946,101,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",2052.22
947,101,2011,"Locação de veículos automotores ou fretamento de embarcações","",32371
948,101,2011,"Manutenção de escritório de apoio à atividade parlamentar","",12043.6
949,101,2011,"Passagens Aéreas e fretamento de aeronaves","",15500
950,101,2011,"Serviços Postais","",1540.9
951,101,2011,Telefonia,"",22111.28
952,110,2011,"Assinatura de publicações","",50
953,110,2011,"Combustíveis e lubrificantes.","",11393.19
954,110,2011,"Divulgação da atividade parlamentar.","",35520
955,110,2011,"Emissão Bilhete Aéreo *","",329.07
956,110,2011,"Fornecimento de alimentação do parlamentar","",716.23
957,110,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",5729.62
958,110,2011,"Locação de veículos automotores ou fretamento de embarcações","",9356.83
959,110,2011,"Manutenção de escritório de apoio à atividade parlamentar","",6447.61
960,110,2011,"Passagens Aéreas e fretamento de aeronaves","",2665.62
961,110,2011,"Serviços Postais","",495.15
962,110,2011,Telefonia,"",15036.83
963,113,2011,"Assinatura de publicações","",119.8
964,113,2011,"Combustíveis e lubrificantes.","",17896.41
965,113,2011,"Consultorias, pesquisas e trabalhos técnicos.","",34588
966,113,2011,"Divulgação da atividade parlamentar.","",15155
967,113,2011,"Emissão Bilhete Aéreo *","",798.44
968,113,2011,"Fornecimento de alimentação do parlamentar","",3400.48
969,113,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",310
970,113,2011,"Locação de veículos automotores ou fretamento de embarcações","",20494.2
971,113,2011,"Manutenção de escritório de apoio à atividade parlamentar","",10734.38
972,113,2011,"Serviços Postais","",2619.73
973,113,2011,Telefonia,"",8335.85
974,112,2011,"Combustíveis e lubrificantes.","",5164.68
975,112,2011,"Divulgação da atividade parlamentar.","",92040
976,112,2011,"Fornecimento de alimentação do parlamentar","",211.5
977,112,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",631
978,112,2011,"Locação de veículos automotores ou fretamento de embarcações","",797.21
979,112,2011,"Manutenção de escritório de apoio à atividade parlamentar","",31601
980,112,2011,"Serviços Postais","",4116.71
981,112,2011,Telefonia,"",35075
982,111,2011,"Combustíveis e lubrificantes.","",14650.18
983,111,2011,"Emissão Bilhete Aéreo *","",1161.56
984,111,2011,"Fornecimento de alimentação do parlamentar","",793.65
985,111,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",231
986,111,2011,"Locação de veículos automotores ou fretamento de embarcações","",140
987,111,2011,"Manutenção de escritório de apoio à atividade parlamentar","",22827.98
988,111,2011,"Passagens Aéreas e fretamento de aeronaves","",514.51
989,111,2011,"Serviços Postais","",1667.13
990,111,2011,Telefonia,"",10310.12
991,117,2011,"Combustíveis e lubrificantes.","",10089.75
992,117,2011,"Consultorias, pesquisas e trabalhos técnicos.","",5500
993,117,2011,"Divulgação da atividade parlamentar.","",35400
994,117,2011,"Emissão Bilhete Aéreo *","",609.02
995,117,2011,"Fornecimento de alimentação do parlamentar","",3738.89
996,117,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",811.21
997,117,2011,"Locação de veículos automotores ou fretamento de embarcações","",996
998,117,2011,"Manutenção de escritório de apoio à atividade parlamentar","",20230.03
999,117,2011,"Serviços Postais","",1763.3
1000,117,2011,Telefonia,"",25059.95
1001,116,2011,"Combustíveis e lubrificantes.","",12651.57
1002,116,2011,"Consultorias, pesquisas e trabalhos técnicos.","",2180
1003,116,2011,"Emissão Bilhete Aéreo *","",7640.66
1004,116,2011,"Locação de veículos automotores ou fretamento de embarcações","",17000
1005,116,2011,"Manutenção de escritório de apoio à atividade parlamentar","",20564.29
1006,116,2011,"Serviços Postais","",5349.07
1007,116,2011,Telefonia,"",13536.41
1008,115,2011,"Combustíveis e lubrificantes.","",13572.23
1009,115,2011,"Consultorias, pesquisas e trabalhos técnicos.","",14000
1010,115,2011,"Fornecimento de alimentação do parlamentar","",1901.08
1011,115,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",305.65
1012,115,2011,"Locação de veículos automotores ou fretamento de embarcações","",14208.75
1013,115,2011,"Manutenção de escritório de apoio à atividade parlamentar","",20724.43
1014,115,2011,"Passagens Aéreas e fretamento de aeronaves","",465.12
1015,115,2011,"Serviços Postais","",4046.62
1016,115,2011,Telefonia,"",10816.26
1017,118,2011,"Combustíveis e lubrificantes.","",6205.68
1018,118,2011,"Emissão Bilhete Aéreo *","",2851.01
1019,118,2011,"Fornecimento de alimentação do parlamentar","",640.23
1020,118,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",482.11
1021,118,2011,"Manutenção de escritório de apoio à atividade parlamentar","",10172.55
1022,118,2011,"Passagens Aéreas e fretamento de aeronaves","",13000
1023,118,2011,"Serviços Postais","",1222.1
1024,118,2011,Telefonia,"",2384.35
1025,120,2011,"Assinatura de publicações","",12.9
1026,120,2011,"Combustíveis e lubrificantes.","",23516.52
1027,120,2011,"Emissão Bilhete Aéreo *","",856.89
1028,120,2011,"Fornecimento de alimentação do parlamentar","",8604.4
1029,120,2011,"Locação de veículos automotores ou fretamento de embarcações","",46198.62
1030,120,2011,"Manutenção de escritório de apoio à atividade parlamentar","",24983.47
1031,120,2011,"Passagens Aéreas e fretamento de aeronaves","",654.62
1032,120,2011,"Serviços Postais","",8638.53
1033,120,2011,Telefonia,"",17971.1
1034,119,2011,"Combustíveis e lubrificantes.","",14253.47
1035,119,2011,"Consultorias, pesquisas e trabalhos técnicos.","",21000
1036,119,2011,"Divulgação da atividade parlamentar.","",36747.47
1037,119,2011,"Emissão Bilhete Aéreo *","",4357.06
1038,119,2011,"Fornecimento de alimentação do parlamentar","",560.07
1039,119,2011,"Locação de veículos automotores ou fretamento de embarcações","",537
1040,119,2011,"Manutenção de escritório de apoio à atividade parlamentar","",22042.92
1041,119,2011,"Passagens Aéreas e fretamento de aeronaves","",359.02
1042,119,2011,"Serviço de segurança prestado por empresa especializada.","",13500
1043,119,2011,"Serviços Postais","",2968.62
1044,119,2011,Telefonia,"",8877.48
1045,114,2011,"Assinatura de publicações","",240
1046,114,2011,"Combustíveis e lubrificantes.","",20972.49
1047,114,2011,"Consultorias, pesquisas e trabalhos técnicos.","",50
1048,114,2011,"Divulgação da atividade parlamentar.","",30075
1049,114,2011,"Emissão Bilhete Aéreo *","",14683.78
1050,114,2011,"Fornecimento de alimentação do parlamentar","",843.29
1051,114,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1141.27
1052,114,2011,"Locação de veículos automotores ou fretamento de embarcações","",997.06
1053,114,2011,"Manutenção de escritório de apoio à atividade parlamentar","",20419.85
1054,114,2011,"Passagens Aéreas e fretamento de aeronaves","",551.48
1055,114,2011,"Serviço de segurança prestado por empresa especializada.","",24800
1056,114,2011,"Serviços Postais","",8983.95
1057,114,2011,Telefonia,"",19033.81
1058,121,2011,"Assinatura de publicações","",28
1059,121,2011,"Combustíveis e lubrificantes.","",20011.22
1060,121,2011,"Emissão Bilhete Aéreo *","",1811.76
1061,121,2011,"Fornecimento de alimentação do parlamentar","",2298.44
1062,121,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",3270.62
1063,121,2011,"Locação de veículos automotores ou fretamento de embarcações","",5275
1064,121,2011,"Manutenção de escritório de apoio à atividade parlamentar","",18939.6
1065,121,2011,"Passagens Aéreas e fretamento de aeronaves","",47222.91
1066,121,2011,"Serviço de segurança prestado por empresa especializada.","",230
1067,121,2011,"Serviços Postais","",5140.98
1068,121,2011,Telefonia,"",5103.42
1069,122,2011,"Assinatura de publicações","",1395.6
1070,122,2011,"Combustíveis e lubrificantes.","",8448.27
1071,122,2011,"Divulgação da atividade parlamentar.","",10450
1072,122,2011,"Emissão Bilhete Aéreo *","",15713.16
1073,122,2011,"Fornecimento de alimentação do parlamentar","",4180.74
1074,122,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",8897.65
1075,122,2011,"Locação de veículos automotores ou fretamento de embarcações","",4440.4
1076,122,2011,"Manutenção de escritório de apoio à atividade parlamentar","",17490.18
1077,122,2011,"Passagens Aéreas e fretamento de aeronaves","",224.42
1078,122,2011,"Serviços Postais","",642.16
1079,122,2011,Telefonia,"",6937.6
1080,123,2011,"Combustíveis e lubrificantes.","",12600.01
1081,123,2011,"Consultorias, pesquisas e trabalhos técnicos.","",45000
1082,123,2011,"Divulgação da atividade parlamentar.","",10950
1083,123,2011,"Emissão Bilhete Aéreo *","",8502.34
1084,123,2011,"Fornecimento de alimentação do parlamentar","",2428.87
1085,123,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",2890.23
1086,123,2011,"Locação de veículos automotores ou fretamento de embarcações","",12510
1087,123,2011,"Manutenção de escritório de apoio à atividade parlamentar","",5878.64
1088,123,2011,"Serviços Postais","",21202.11
1089,123,2011,Telefonia,"",27634.06
1090,124,2011,"Combustíveis e lubrificantes.","",24614.41
1091,124,2011,"Consultorias, pesquisas e trabalhos técnicos.","",21000
1092,124,2011,"Divulgação da atividade parlamentar.","",45700
1093,124,2011,"Emissão Bilhete Aéreo *","",10015.17
1094,124,2011,"Fornecimento de alimentação do parlamentar","",251.8
1095,124,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1504.14
1096,124,2011,"Locação de veículos automotores ou fretamento de embarcações","",22066.66
1097,124,2011,"Manutenção de escritório de apoio à atividade parlamentar","",16588.28
1098,124,2011,"Passagens Aéreas e fretamento de aeronaves","",1474.86
1099,124,2011,"Serviço de segurança prestado por empresa especializada.","",715
1100,124,2011,"Serviços Postais","",776.93
1101,124,2011,Telefonia,"",16376.23
1102,125,2011,"Combustíveis e lubrificantes.","",19313.5
1103,125,2011,"Consultorias, pesquisas e trabalhos técnicos.","",8000
1104,125,2011,"Divulgação da atividade parlamentar.","",16980
1105,125,2011,"Fornecimento de alimentação do parlamentar","",1639.32
1106,125,2011,"Locação de veículos automotores ou fretamento de embarcações","",30644.93
1107,125,2011,"Manutenção de escritório de apoio à atividade parlamentar","",9219.06
1108,125,2011,"Passagens Aéreas e fretamento de aeronaves","",2726.18
1109,125,2011,"Serviços Postais","",1322.28
1110,125,2011,Telefonia,"",2077.3
1111,126,2011,"Assinatura de publicações","",175.04
1112,126,2011,"Combustíveis e lubrificantes.","",14613.2
1113,126,2011,"Consultorias, pesquisas e trabalhos técnicos.","",14220
1114,126,2011,"Divulgação da atividade parlamentar.","",30896.66
1115,126,2011,"Emissão Bilhete Aéreo *","",7354.61
1116,126,2011,"Fornecimento de alimentação do parlamentar","",7428.8
1117,126,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",80
1118,126,2011,"Locação de veículos automotores ou fretamento de embarcações","",25810.2
1119,126,2011,"Manutenção de escritório de apoio à atividade parlamentar","",17788.66
1120,126,2011,"Passagens Aéreas e fretamento de aeronaves","",8279.35
1121,126,2011,"Serviços Postais","",2567.05
1122,126,2011,Telefonia,"",9363.95
1123,127,2011,"Assinatura de publicações","",249
1124,127,2011,"Combustíveis e lubrificantes.","",15888.74
1125,127,2011,"Emissão Bilhete Aéreo *","",469.07
1126,127,2011,"Manutenção de escritório de apoio à atividade parlamentar","",45595.6
1127,127,2011,"Serviços Postais","",2970.21
1128,127,2011,Telefonia,"",13342.75
1129,128,2011,"Combustíveis e lubrificantes.","",22381.78
1130,128,2011,"Consultorias, pesquisas e trabalhos técnicos.","",7000
1131,128,2011,"Divulgação da atividade parlamentar.","",8500
1132,128,2011,"Emissão Bilhete Aéreo *","",4133.94
1133,128,2011,"Fornecimento de alimentação do parlamentar","",11352.08
1134,128,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",3656.5
1135,128,2011,"Locação de veículos automotores ou fretamento de embarcações","",49155
1136,128,2011,"Manutenção de escritório de apoio à atividade parlamentar","",11052.5
1137,128,2011,"Passagens Aéreas e fretamento de aeronaves","",4811.45
1138,128,2011,"Serviço de segurança prestado por empresa especializada.","",4500
1139,128,2011,"Serviços Postais","",580.55
1140,128,2011,Telefonia,"",5326.94
1141,129,2011,"Assinatura de publicações","",250
1142,129,2011,"Combustíveis e lubrificantes.","",18970.58
1143,129,2011,"Consultorias, pesquisas e trabalhos técnicos.","",23100
1144,129,2011,"Divulgação da atividade parlamentar.","",13800
1145,129,2011,"Emissão Bilhete Aéreo *","",1896.96
1146,129,2011,"Fornecimento de alimentação do parlamentar","",5187.37
1147,129,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",3198.4
1148,129,2011,"Locação de veículos automotores ou fretamento de embarcações","",36156.7
1149,129,2011,"Manutenção de escritório de apoio à atividade parlamentar","",13047.55
1150,129,2011,"Passagens Aéreas e fretamento de aeronaves","",2623.8
1151,129,2011,"Serviços Postais","",225.96
1152,129,2011,Telefonia,"",15132.48
1153,130,2011,"Combustíveis e lubrificantes.","",7425.67
1154,130,2011,"Consultorias, pesquisas e trabalhos técnicos.","",21700
1155,130,2011,"Divulgação da atividade parlamentar.","",20400
1156,130,2011,"Emissão Bilhete Aéreo *","",864.98
1157,130,2011,"Manutenção de escritório de apoio à atividade parlamentar","",4053.92
1158,130,2011,"Passagens Aéreas e fretamento de aeronaves","",3630.69
1159,130,2011,"Serviços Postais","",3633.1
1160,130,2011,Telefonia,"",2389.62
1161,131,2011,"Assinatura de publicações","",1474.52
1162,131,2011,"Combustíveis e lubrificantes.","",12976.56
1163,131,2011,"Consultorias, pesquisas e trabalhos técnicos.","",1400
1164,131,2011,"Emissão Bilhete Aéreo *","",299.61
1165,131,2011,"Fornecimento de alimentação do parlamentar","",1327.62
1166,131,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1019.88
1167,131,2011,"Locação de veículos automotores ou fretamento de embarcações","",14890.48
1168,131,2011,"Manutenção de escritório de apoio à atividade parlamentar","",33376.52
1169,131,2011,"Passagens Aéreas e fretamento de aeronaves","",7120.25
1170,131,2011,"Serviço de segurança prestado por empresa especializada.","",665.16
1171,131,2011,"Serviços Postais","",5975.59
1172,131,2011,Telefonia,"",13958.57
1173,132,2011,"Assinatura de publicações","",602.78
1174,132,2011,"Combustíveis e lubrificantes.","",15448.96
1175,132,2011,"Divulgação da atividade parlamentar.","",8655
1176,132,2011,"Emissão Bilhete Aéreo *","",1255.68
1177,132,2011,"Fornecimento de alimentação do parlamentar","",6154.74
1178,132,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1308.8
1179,132,2011,"Locação de veículos automotores ou fretamento de embarcações","",39082.53
1180,132,2011,"Manutenção de escritório de apoio à atividade parlamentar","",17352.97
1181,132,2011,"Passagens Aéreas e fretamento de aeronaves","",425.62
1182,132,2011,"Serviço de segurança prestado por empresa especializada.","",2780.96
1183,132,2011,"Serviços Postais","",3180.53
1184,132,2011,Telefonia,"",32503.68
1185,133,2011,"Combustíveis e lubrificantes.","",21966.73
1186,133,2011,"Consultorias, pesquisas e trabalhos técnicos.","",7500
1187,133,2011,"Divulgação da atividade parlamentar.","",7650
1188,133,2011,"Emissão Bilhete Aéreo *","",3096.59
1189,133,2011,"Locação de veículos automotores ou fretamento de embarcações","",4500
1190,133,2011,"Manutenção de escritório de apoio à atividade parlamentar","",12872.67
1191,133,2011,"Serviços Postais","",2565.51
1192,133,2011,Telefonia,"",52089.98
1193,134,2011,"Combustíveis e lubrificantes.","",4572.98
1194,134,2011,"Divulgação da atividade parlamentar.","",912.5
1195,134,2011,"Emissão Bilhete Aéreo *","",5120.56
1196,134,2011,"Fornecimento de alimentação do parlamentar","",190.6
1197,134,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",570.51
1198,134,2011,"Manutenção de escritório de apoio à atividade parlamentar","",310.14
1199,134,2011,"Serviços Postais","",6942.46
1200,134,2011,Telefonia,"",15773
1201,135,2011,"Combustíveis e lubrificantes.","",3252
1202,135,2011,"Consultorias, pesquisas e trabalhos técnicos.","",5000
1203,135,2011,"Divulgação da atividade parlamentar.","",34700
1204,135,2011,"Emissão Bilhete Aéreo *","",3986.76
1205,135,2011,"Locação de veículos automotores ou fretamento de embarcações","",100
1206,135,2011,"Passagens Aéreas e fretamento de aeronaves","",279.19
1207,135,2011,"Serviços Postais","",1140.56
1208,135,2011,Telefonia,"",42682.43
1209,136,2011,"Assinatura de publicações","",170
1210,136,2011,"Combustíveis e lubrificantes.","",23692.15
1211,136,2011,"Consultorias, pesquisas e trabalhos técnicos.","",2669.8
1212,136,2011,"Divulgação da atividade parlamentar.","",6000
1213,136,2011,"Emissão Bilhete Aéreo *","",2794.51
1214,136,2011,"Fornecimento de alimentação do parlamentar","",100
1215,136,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1389.2
1216,136,2011,"Locação de veículos automotores ou fretamento de embarcações","",13903.2
1217,136,2011,"Manutenção de escritório de apoio à atividade parlamentar","",32267.46
1218,136,2011,"Passagens Aéreas e fretamento de aeronaves","",521.22
1219,136,2011,"Serviço de segurança prestado por empresa especializada.","",375.18
1220,136,2011,"Serviços Postais","",3362.28
1221,136,2011,Telefonia,"",41912.71
1222,137,2011,"Combustíveis e lubrificantes.","",16619.25
1223,137,2011,"Consultorias, pesquisas e trabalhos técnicos.","",34000
1224,137,2011,"Divulgação da atividade parlamentar.","",61100
1225,137,2011,"Emissão Bilhete Aéreo *","",-656
1226,137,2011,"Fornecimento de alimentação do parlamentar","",3203.15
1227,137,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",435.2
1228,137,2011,"Locação de veículos automotores ou fretamento de embarcações","",15
1229,137,2011,"Manutenção de escritório de apoio à atividade parlamentar","",1469
1230,137,2011,"Serviços Postais","",5484.82
1231,137,2011,Telefonia,"",18244
1232,138,2011,"Combustíveis e lubrificantes.","",5050.13
1233,138,2011,"Consultorias, pesquisas e trabalhos técnicos.","",20998
1234,138,2011,"Divulgação da atividade parlamentar.","",10384
1235,138,2011,"Emissão Bilhete Aéreo *","",1254.27
1236,138,2011,"Fornecimento de alimentação do parlamentar","",3599.28
1237,138,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",4022.75
1238,138,2011,"Manutenção de escritório de apoio à atividade parlamentar","",7542.17
1239,138,2011,"Serviços Postais","",1991.78
1240,138,2011,Telefonia,"",30881.05
1241,139,2011,"Combustíveis e lubrificantes.","",6330.16
1242,139,2011,"Divulgação da atividade parlamentar.","",10966
1243,139,2011,"Emissão Bilhete Aéreo *","",6090.55
1244,139,2011,"Fornecimento de alimentação do parlamentar","",1630.74
1245,139,2011,"Hospedagem ,exceto do parlamentar no Distrito Federal.","",1347.37
1246,139,2011,"Locação de veículos automotores ou fretamento de embarcações","",5726.83
1247,139,2011,"Manutenção de escritório de apoio à atividade parlamentar","",7656.92
1248,139,2011,"Passagens Aéreas e fretamento de aeronaves","",2207.3
1249,139,2011,"Serviço de segurança prestado por empresa especializada.","",3319.09
1250,139,2011,"Serviços Postais","",2791.82
1251,139,2011,Telefonia,"",8436.57
1252,140,2011,"Combustíveis e lubrificantes.","",3641.88
1253,140,2011,"Consultorias, pesquisas e trabalhos técnicos.","",12092.2
1254,140,2011,"Emissão Bilhete Aéreo *","",1082.64
1255,140,2011,"Fornecimento de alimentação do parlamentar","",446.6
1256,140,2011,"Locação de veículos automotores ou fretamento de embarcações","",6499
1257,140,2011,"Manutenção de escritório de apoio à atividade parlamentar","",5023.36
1258,140,2011,"Serviços Postais","",385.95
1259,140,2011,Telefonia,"",9964.77
1260,141,2011,"Combustíveis e lubrificantes.","",200
1261,141,2011,"Consultorias, pesquisas e trabalhos técnicos.","",22000
